policy,experiment_id,seed,filter_best_loss,real_best_loss,regret,rank_pct,num_runs,num_prunings,total_epochs,epochs_avoided,total_train_time,saved_time_A,saved_time_B,n_decisions,false_continues,false_prunes,llm_calls,input_tokens,output_tokens,total_latency_s,mean_confidence,saved_pct_A,saved_pct_B,found_best
llm:neutral:llama3.1:8b:L0,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,0,143,0,7353.651444196701,0.0,0.0,66,55,0,66,11034,396,43.68459030025406,1.0,0.0,0.0,True
llm:neutral:llama3.1:8b:L1,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,2,143,7,7353.651444196701,233.96218768288108,232.0588860829217,59,39,1,59,15522,354,45.51025110005867,1.0,0.03181578423430955,0.031556960218186055,True
llm:neutral:llama3.1:8b:L2,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,0,143,0,7353.651444196701,0.0,0.0,66,53,0,66,20604,396,51.37188099976629,1.0,0.0,0.0,True
llm:neutral:llama3.1:8b:L3,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,0,143,0,7353.651444196701,0.0,0.0,66,53,1,66,27193,396,60.390249800286256,1.0,0.0,0.0,True
llm:neutral:gemma3:12b:L0,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,2,143,27,7353.651444196701,845.4797243230483,842.0230808230323,39,23,1,39,7083,201,57.75542629981646,1.0,0.11497413641902726,0.11450407830895136,True
llm:neutral:gemma3:12b:L1,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,2,143,6,7353.651444196701,203.38631085087272,199.88383875085,60,42,1,60,17847,308,87.91175510024186,1.0,0.02765786662507367,0.02718157642739415,True
llm:neutral:gemma3:12b:L2,HSF15_cooler_fcn,0,0.020620204193717448,0.010280445513273662,0.010339758680443786,0.2,6,3,143,38,7353.651444196701,2082.7737482746106,2077.3157710746254,28,21,2,28,10048,147,45.1553001999273,1.0,0.2832298707764125,0.282487657572346,False
llm:neutral:gemma3:12b:L3,HSF15_cooler_fcn,0,0.020620204193717448,0.010280445513273662,0.010339758680443786,0.2,6,3,143,9,7353.651444196701,604.2919786617535,597.5273543618064,57,40,3,57,27956,297,112.02116850030143,1.0,0.08217577121344855,0.08125587116769839,False
llm:neutral:gemma3:27b:L0,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,0,143,0,7353.651444196701,0.0,0.0,66,54,0,66,12051,331,162.4662537999684,1.0,0.0,0.0,True
llm:neutral:gemma3:27b:L1,HSF15_cooler_fcn,0,0.020620204193717448,0.010280445513273662,0.010339758680443786,0.2,6,2,143,15,7353.651444196701,853.1590468032019,847.173837903255,51,38,2,51,15156,263,151.3155126000056,1.0,0.1160184234019538,0.11520451361232538,False
llm:neutral:gemma3:27b:L2,HSF15_cooler_fcn,0,0.020620204193717448,0.010280445513273662,0.010339758680443786,0.2,6,3,143,30,7353.651444196701,1233.0980255613808,1223.7960034614202,36,23,2,36,12939,187,111.56070000003092,1.0,0.16768513369429658,0.1664201808786037,False
llm:neutral:gemma3:27b:L3,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,6,2,143,30,7353.651444196701,957.138404677896,949.1072834779454,36,21,2,36,17554,186,131.17877410008805,1.0,0.13015825021639327,0.12906612322874708,True
